,Delta,Theta,Alpha,Beta,Gamma
0,51865.57897970824,21544.731855749447,9502.152731608752,3717.853247898698,1253.9016699379345
1,46687.44849577406,19038.50706839463,10629.513586855765,4981.0907383877775,2190.051784851912
2,26169.916934163397,15166.238596078569,9826.363486558002,3214.694599193067,1689.3201367363222
3,9695.289328173047,9248.782183613548,2883.3020611622733,2269.0581024312014,1124.3557594230547
4,19934.364322381276,8822.056982703918,1363.273391298199,906.685748952908,487.19243558261854
5,15270.312310195106,6974.587483606642,3902.291028927749,2210.694748247703,1222.2253801648544
6,28653.4417631114,5284.433176290431,2803.223361569813,1645.335500490328,864.2630662719415
7,21638.447871330147,13057.744959887796,5620.054309272299,2035.376467138108,1110.4839065991555
8,23104.15401454162,6778.760401815211,2649.3887348269955,848.0661897497719,457.2015263071234
9,1592.1559178085834,1587.5863147747955,1658.7024074637163,875.6819254632588,405.3850806178322
10,15603.296227147246,6357.803925775376,3067.486545863155,933.5670676176031,317.4636226250201
11,13824.198670709824,10163.200919952218,7630.466424011769,2244.186023930933,1496.6345122993012
12,11918.32179753185,4334.866170830286,1182.582783197539,558.7276565535165,257.4287503944171
13,1410.8211360820685,478.71848939259314,446.31475042604205,233.49397633442075,149.6261877288534
14,1825.5686828383814,1296.952625833356,485.10536831828887,317.91086514179983,178.536080589947
15,2988.405191950914,3012.5915223986003,875.287219602554,307.6582260782161,162.6778838631117
16,3946.4291803048,1892.3282214431633,1057.8214953979882,604.33092828161,307.56027775606964
17,25714.948066067565,11115.873013145918,7405.425004421127,1739.00728032599,1021.8480435014978
18,41282.27887878296,21284.449753749424,5080.1499505558695,2848.3629044828904,1721.6274156386605
19,37587.723485654584,11328.775829301327,4507.332032080124,1791.4556050963522,1024.3387690698257
20,41888.20716763775,6665.9665480046715,3797.214594552092,1161.8264938350337,508.95069564767863
21,7340.322107368666,3766.62574699944,2545.5190217864024,1060.9505718124433,628.3735798274532
22,2234.2013356605075,1522.8932879177103,764.2472252976179,324.28391995534645,126.14624013505744
23,6284.05011231389,2837.1816670933617,832.0044401863017,316.91459716510735,147.80904200960066
24,803.8956219999577,943.5192898471498,574.3603146800148,309.9177080287016,142.96541581256253
25,4478.226600347385,2212.6541417139965,798.0702969782664,356.26534895001845,156.6123036493449
26,1537.423148944333,1141.4012864818774,560.0852159991438,186.62078823415953,122.54936155116708
27,6285.786528077698,3194.64611482779,796.9817134575602,325.2168592399055,203.04647992659315
28,7230.630150219771,3333.814537952056,1519.859113884053,984.3883709865734,505.62095626525127
29,28463.34216779857,9974.192481728782,4235.479071255997,1459.8436608491538,927.2707959603719
30,28643.24437457566,16409.1746063321,11330.73817461327,4417.439391938406,1705.1642910547507
31,4.229611729266232,4.737901727134668,3.6197374913591913,4.152050964855581,3.3283995112646467
32,57822.80493156468,21012.248209342408,11514.103046407234,4633.452805499564,1636.3108407987238
33,26912.91592335172,25365.306142805035,7279.266230973126,2520.1323843015734,1033.8914437214257
34,23277.54751026703,8406.768526500522,3542.8877838982107,1614.612709558772,753.0963972577841
35,21607.324688963905,6677.315890728269,1675.4017444645688,681.9619256633473,255.17454998224102
36,3367.0733293925928,3530.557788091608,1237.538412814248,608.5786634775773,321.31687934494585
37,7283.1157550580665,2747.703379003512,905.6611189459056,442.68287253453184,204.94028821675542
38,2424.499430597997,2704.4106288879757,1069.147789290439,419.0660115593907,187.54671647306068
39,2646.4710855804137,2469.3092433551274,897.5894341720921,368.0856469516275,157.45581344472126
40,2157.169720424394,2487.7546342780875,887.7076912514391,337.6069344978617,174.24789414388903
41,1785.954277580758,1952.960337184917,897.0278741598744,447.93573196718506,132.1064896718987
42,3067.4863910430468,3078.179923736124,1360.870686506114,400.9622104603812,245.85032598677776
43,1707.11398138201,1874.038744514942,509.80978829647466,289.50175284091875,143.15821834916528
44,1697.391457955885,2403.4954170024853,627.2637220190252,335.7404051860591,184.59568359333795
45,2154.5137551544804,2336.9683577496858,1104.0285263371238,323.08904024475015,136.3763399560176
46,1072.545995482887,2136.5602153696404,585.4320877750282,305.62250437163146,128.65123513686072
